FR,RL,HR,HL,startTime,endTime,horizon,
1,1,1,1, 0.000, 0.610,61 
0,0,0,0, 0.610, 1.010,40 
1,1,1,1, 1.010, 6.590,558 
0,0,0,0, 6.590, 6.610,2 
