dt
0.010
body_state 
 0.000  0.000  0.000  0.000  0.000  0.180  0.000  0.000  0.000  0.000  0.000  0.000 
qJ
-0.000 -1.040  2.220  0.000 -1.040  2.220 -0.000 -1.040  2.220  0.000 -1.040  2.220 
qJd
 0.000 -0.000  0.000  0.000 -0.000  0.000 -0.000 -0.000  0.000 -0.000 -0.000  0.000 
foot_placements
 0.190 -0.111  0.000  0.190  0.111  0.000 -0.190 -0.111  0.000 -0.190  0.111  0.000 
grf
 0.000  0.000 22.050  0.000  0.000 22.050  0.000  0.000 22.050  0.000  0.000 22.050 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 8.260  8.260  8.260  8.260 
center_point
 0.000  0.000  0.000 
plane_coefficients
 0.000  0.000  1.000 
body_state 
-0.000 -0.000 -0.000  0.000  0.000  0.180 -0.000 -0.000 -0.000  0.000  0.000 -0.000 
qJ
-0.000 -1.040  2.220  0.000 -1.040  2.220 -0.000 -1.040  2.220  0.000 -1.040  2.220 
qJd
 0.000 -0.001  0.001  0.000 -0.001  0.001 -0.000 -0.001  0.001 -0.000 -0.001  0.001 
foot_placements
 0.190 -0.111  0.000  0.190  0.111  0.000 -0.190 -0.111  0.000 -0.190  0.111  0.000 
grf
 0.000  0.000 22.050  0.000  0.000 22.050  0.000  0.000 22.050  0.000  0.000 22.050 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 8.260  8.260  8.260  8.260 
center_point
 0.000  0.000  0.000 
plane_coefficients
 0.000  0.000  1.000 
body_state 
-0.000 -0.000 -0.000  0.000  0.000  0.180 -0.000 -0.000 -0.000  0.000  0.000 -0.000 
qJ
-0.000 -1.040  2.220  0.000 -1.040  2.220 -0.000 -1.040  2.220  0.000 -1.040  2.220 
qJd
 0.000 -0.002  0.002  0.000 -0.002  0.002 -0.000 -0.002  0.003 -0.000 -0.002  0.003 
foot_placements
 0.190 -0.111  0.000  0.190  0.111  0.000 -0.190 -0.111  0.000 -0.190  0.111  0.000 
grf
 0.000  0.000 22.050  0.000  0.000 22.050  0.000  0.000 22.050  0.000  0.000 22.050 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 8.260  8.260  8.260  8.260 
center_point
 0.000  0.000  0.000 
plane_coefficients
 0.000  0.000  1.000 
body_state 
-0.000 -0.000 -0.000  0.000  0.000  0.180 -0.000 -0.000 -0.000  0.000  0.000 -0.000 
qJ
-0.000 -1.040  2.220  0.000 -1.040  2.220 -0.000 -1.040  2.220  0.000 -1.040  2.220 
qJd
 0.000 -0.003  0.004  0.000 -0.003  0.004 -0.000 -0.003  0.004 -0.000 -0.003  0.004 
foot_placements
 0.190 -0.111  0.000  0.190  0.111  0.000 -0.190 -0.111  0.000 -0.190  0.111  0.000 
grf
 0.000  0.000 22.050  0.000  0.000 22.050  0.000  0.000 22.050  0.000  0.000 22.050 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 8.260  8.260  8.260  8.260 
center_point
 0.000  0.000  0.000 
plane_coefficients
 0.000  0.000  1.000 
body_state 
-0.000 -0.000 -0.000  0.000  0.000  0.180 -0.000 -0.000 -0.000  0.000  0.000 -0.000 
qJ
-0.000 -1.040  2.220  0.000 -1.040  2.220 -0.000 -1.040  2.220  0.000 -1.040  2.220 
qJd
 0.000 -0.005  0.004  0.000 -0.005  0.004 -0.000 -0.005  0.005 -0.000 -0.005  0.005 
foot_placements
 0.190 -0.111  0.000  0.190  0.111  0.000 -0.190 -0.111  0.000 -0.190  0.111  0.000 
grf
 0.000  0.000 22.050  0.000  0.000 22.050  0.000  0.000 22.050  0.000  0.000 22.050 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 8.260  8.260  8.260  8.260 
center_point
 0.000  0.000  0.000 
plane_coefficients
 0.000  0.000  1.000 
body_state 
