  0.49904,-0.028383,   2.0362,   0.4685,-0.028299,   2.2715,  0.61851, -0.12456,   2.6823,  0.59651, -0.15871,   2.9445,        0, -0.00019,  0.00057,        0, -0.00038,  0.00057,        0, -0.00019,  0.00038,        0, -0.00019,  0.00038
  3.1046, -0.1357,  11.957,  3.0024,-0.13606,  12.656,  3.1649,-0.34872,  18.697,  3.0453,-0.34899,  19.422,       0,  -0.003,   0.004,       0,  -0.003,   0.004,       0,  -0.002,   0.003,       0,  -0.002,   0.004
  4.8529, -0.1238,  11.309,  4.8171,-0.12411,  11.886,  5.0185,-0.30017,   22.35,   4.921,-0.30028,  22.987,   0.001,  -0.004,   0.006,   0.001,  -0.004,   0.006,       0,  -0.003,   0.004,       0,  -0.004,   0.004
  6.6594,-0.11018,  11.839,  6.7173,-0.11028,  12.294,    7.08, -0.2617,  27.281,  6.9957,-0.26175,  27.849,   0.001,  -0.006,   0.006,   0.001,  -0.006,   0.006,       0,  -0.005,   0.004,       0,  -0.005,   0.004
   8.3601,-0.089624,   13.453,   8.4547,-0.089591,   13.839,    9.207,   -0.226,   33.052,   9.1301, -0.22602,   33.568,    0.001,   -0.008,    0.005,    0.001,   -0.008,    0.006,    0.001,   -0.007,    0.003,    0.001,   -0.007,    0.003
   10.215,-0.061675,   15.822,   10.298, -0.06159,    16.17,   11.272, -0.19172,   39.296,   11.197, -0.19173,   39.761,    0.001,    -0.01,    0.003,    0.001,    -0.01,    0.004,    0.001,   -0.009,    0.001,    0.001,   -0.009,    0.001
   12.207,-0.024793,   18.833,   12.274,-0.024702,   19.135,   13.161, -0.15487,     45.7,   13.085, -0.15487,   46.105,    0.001,   -0.012,        0,    0.001,   -0.013,        0,        0,   -0.011,   -0.003,        0,   -0.011,   -0.002
  14.229,0.016399,  22.458,  14.238,0.016474,  22.723,  14.777,-0.11509,  51.997,    14.7,-0.11509,  52.325,   0.001,  -0.014,  -0.005,   0.001,  -0.014,  -0.005,       0,  -0.013,  -0.007,       0,  -0.013,  -0.007
   15.773, 0.056662,   26.971,   15.718,  0.05671,   27.184,   16.043,-0.073372,   57.966,   15.967,-0.073373,   58.196,        0,   -0.015,   -0.012,        0,   -0.015,   -0.012,        0,   -0.014,   -0.013,        0,   -0.014,   -0.013
   16.778, 0.092161,    32.35,   16.711, 0.092179,   32.458,   16.903,-0.030214,   63.412,   16.832,-0.030214,   63.526,        0,   -0.015,    -0.02,        0,   -0.015,    -0.02,        0,   -0.015,    -0.02,        0,   -0.015,    -0.02
  17.26,0.11126, 38.527,   17.2,0.11124, 38.514, 17.322,0.01026, 68.164, 17.263,0.01026, 68.153, -0.001, -0.013, -0.031, -0.001, -0.013, -0.031,      0, -0.013,  -0.03,      0, -0.013,  -0.03
  17.265, 0.10948,  45.419,  17.225, 0.10944,  45.289,  17.298,0.041149,  72.066,  17.258, 0.04115,  71.938,  -0.001,  -0.009,  -0.043,  -0.001,  -0.009,  -0.043,       0,   -0.01,  -0.041,       0,   -0.01,  -0.041
  16.841,0.083149,  52.934,   16.83,0.083085,  52.707,  16.858,0.064976,  74.982,  16.847,0.064978,  74.757,  -0.001,  -0.003,  -0.057,  -0.001,  -0.003,  -0.057,  -0.001,  -0.005,  -0.054,  -0.001,  -0.004,  -0.055
  16.064,0.034512,  60.944,  16.092,0.034423,  60.656,  16.072,0.081857,  76.799,    16.1, 0.08186,  76.513,  -0.001,   0.005,  -0.073,  -0.001,   0.006,  -0.073,  -0.001,   0.004,   -0.07,  -0.001,   0.004,   -0.07
   15.048,-0.029054,   69.255,    15.12,-0.029168,   68.945,   15.052, 0.093852,   77.444,   15.123, 0.093855,   77.136,   -0.001,    0.016,   -0.091,   -0.001,    0.017,   -0.091,   -0.001,    0.015,   -0.088,   -0.001,    0.015,   -0.089
   13.946,-0.090486,   77.567,   14.063,-0.090626,   77.281,   13.946,  0.10895,   76.904,   14.063,  0.10895,   76.618,   -0.001,     0.03,   -0.111,   -0.001,     0.03,   -0.112,        0,    0.028,   -0.109,        0,    0.029,    -0.11
  12.952,-0.13399,  85.441,  13.104,-0.13416,  85.221,  12.949, 0.12708,   75.25,  13.102, 0.12708,  75.031,       0,   0.045,  -0.136,       0,   0.046,  -0.136,       0,   0.045,  -0.135,       0,   0.045,  -0.135
  12.282,-0.15129,   92.23,  12.452,-0.15148,  92.152,  12.278,  0.1409,  72.657,  12.449, 0.14091,  72.582,       0,   0.064,  -0.166,       0,   0.064,  -0.166,       0,   0.064,  -0.166,       0,   0.064,  -0.166
  12.168,-0.17349,   97.02,  12.332,-0.17371,  97.252,  12.163, 0.10667,  69.425,  12.327, 0.10667,  69.659,       0,    0.08,  -0.195,       0,    0.08,  -0.195,       0,    0.08,  -0.195,       0,    0.08,  -0.195
  0.16556,-0.070472,  -1.3711,  0.22676,-0.070555,  -1.3249,  0.23015, 0.081629,   2.0018,  0.37899, 0.083025,   2.1312,        0,   -0.042,    0.086,        0,   -0.042,    0.086,        0,   -0.042,    0.086,        0,   -0.042,    0.086
  0.16556,-0.070472,  -1.3711,  0.22676,-0.070555,  -1.3249,  0.23015, 0.081629,   2.0018,  0.37899, 0.083025,   2.1312,        0,   -0.042,    0.086,        0,   -0.042,    0.086,        0,   -0.042,    0.086,        0,   -0.042,    0.086
       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,-0.32076, 0.52575,       0,-0.32076, 0.52575,       0,-0.32076, 0.52571,       0,-0.32076, 0.52571
