dt
0.010
body_state 
 0.000  0.000  0.000  0.000  0.000  0.180  0.000  0.000  0.000  0.000  0.000  0.000 
qJ
-0.000 -1.040  2.220  0.000 -1.040  2.220 -0.000 -1.040  2.220  0.000 -1.040  2.220 
qJd
 0.000 -0.000  0.000  0.000 -0.000  0.000  0.000 -0.000  0.000  0.000 -0.000  0.000 
foot_placements
 0.190 -0.111  0.000  0.190  0.111  0.000 -0.190 -0.111  0.000 -0.190  0.111  0.000 
grf
 0.000 -0.000 22.050 -0.000  0.000 22.050 -0.000 -0.000 22.050 -0.000  0.000 22.050 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 0.260  0.260  0.260  0.260 
center_point
 0.000  0.000  0.000 
plane_coefficients
 0.000  0.000  1.000 
body_state 
-0.000 -0.000 -0.000  0.000  0.000  0.180 -0.000 -0.000 -0.000  0.000  0.000 -0.009 
qJ
 0.000 -1.041  2.221  0.000 -1.041  2.221  0.000 -1.041  2.221  0.000 -1.041  2.221 
qJd
 0.000 -0.000  0.001  0.000 -0.000  0.001  0.000 -0.000  0.001  0.000 -0.001  0.001 
foot_placements
 0.190 -0.111  0.000  0.190  0.111  0.000 -0.190 -0.111  0.000 -0.190  0.111  0.000 
grf
 0.103  0.006 18.113  0.107  0.006 18.076  0.103  0.013 18.308  0.107  0.013 18.271 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 0.260  0.260  0.260  0.260 
center_point
 0.000  0.000  0.000 
plane_coefficients
 0.000  0.000  1.000 
body_state 
-0.000 -0.000 -0.000  0.000  0.000  0.180 -0.003 -0.001 -0.002  0.001  0.000 -0.033 
qJ
 0.000 -1.041  2.222  0.000 -1.041  2.222  0.000 -1.041  2.222  0.000 -1.041  2.222 
qJd
 0.000 -0.001  0.003  0.000 -0.001  0.003  0.000 -0.001  0.003  0.000 -0.001  0.003 
foot_placements
 0.190 -0.111 -0.000  0.190  0.111 -0.000 -0.190 -0.111 -0.000 -0.190  0.111 -0.000 
grf
 0.425  0.018 15.074  0.438  0.018 14.957  0.425  0.041 15.876  0.438  0.041 15.759 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 0.260  0.260  0.260  0.260 
center_point
 0.000  0.000  0.000 
plane_coefficients
 0.000  0.000  1.000 
body_state 
-0.000 -0.000 -0.000  0.000  0.000  0.179 -0.009 -0.003 -0.006  0.004  0.000 -0.066 
qJ
 0.000 -1.042  2.224  0.000 -1.042  2.224  0.000 -1.042  2.224  0.000 -1.042  2.224 
qJd
 0.000 -0.002  0.005  0.000 -0.002  0.005  0.000 -0.002  0.005  0.000 -0.003  0.005 
foot_placements
 0.190 -0.111  0.000  0.190  0.111 -0.000 -0.190 -0.111  0.000 -0.190  0.111  0.000 
grf
 0.973  0.032 12.868  0.997  0.032 12.664  0.973  0.072 14.698  0.997  0.072 14.494 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 0.260  0.260  0.260  0.260 
center_point
 0.000  0.000  0.000 
plane_coefficients
 0.000  0.000  1.000 
body_state 
-0.000 -0.000 -0.000  0.000  0.000  0.178 -0.018 -0.006 -0.011  0.010  0.001 -0.106 
qJ
 0.000 -1.045  2.229  0.000 -1.045  2.229  0.000 -1.045  2.229  0.000 -1.045  2.229 
qJd
 0.000 -0.004  0.007  0.000 -0.004  0.007  0.000 -0.004  0.007  0.000 -0.004  0.007 
foot_placements
 0.190 -0.111  0.000  0.190  0.111  0.000 -0.190 -0.111  0.000 -0.190  0.111  0.000 
grf
 1.742  0.044 11.446  1.773  0.044 11.175  1.742  0.098 14.702  1.773  0.098 14.431 
torque
 0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
contact
1 1 1 1 
status_dur
 0.260  0.260  0.260  0.260 
center_point
 0.000  0.000  0.000 
plane_coefficients
 0.000  0.000  1.000 
body_state 
